Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
127,20.591260281974,7,430,58,2.8284271247461903,1788,490,13,0,0,2,1,1
127,25.298221281347036,8,443,51,3.1622776601683795,1788,485,91,0,0,2,1,1
127,25.787593916455254,9,460,49,3.605551275463989,1743,495,168,0,0,2,1,1
127,25.219040425836983,10,476,44,4.242640687119285,1788,495,234,0,0,2,1,1
127,27.49545416973504,11,478,45,5.0,1706,500,178,0,0,2,1,1
127,27.386127875258307,12,495,41,4.795831523312719,1788,503,284,0,0,2,1,1
127,28.61817604250837,13,504,36,3.872983346207417,1781,494,257,0,0,2,1,1
127,26.92582403567252,14,508,34,5.0990195135927845,1788,490,237,0,0,2,1,1
127,26.19160170741759,15,513,32,3.872983346207417,1788,487,240,0,0,2,1,1
127,28.548204847240395,16,519,30,5.196152422706632,1788,485,181,0,0,2,1,1
127,31.52776554086889,17,521,27,4.69041575982343,1788,473,158,0,0,2,1,1
127,35.34119409414458,18,507,31,4.242640687119285,1788,478,65,0,0,2,1,1
127,37.77565353504821,19,501,35,4.69041575982343,1788,488,30,0,0,2,1,1
127,37.62977544445356,20,491,38,4.358898943540674,1788,489,1,0,0,2,1,1
127,37.255872020394314,21,479,54,3.4641016151377544,1768,526,0,0,0,2,1,1
127,36.29049462324811,22,476,44,4.795831523312719,1788,495,0,0,0,2,1,1
127,32.58834147360065,23,470,46,3.872983346207417,1788,496,0,0,0,2,1,1
139,31.38470965295043,0,462,47,4.47213595499958,1788,491,0,0,0,2,1,1
139,26.362852652928137,1,457,49,3.872983346207417,1788,492,0,0,0,2,1,1
139,23.473389188611005,2,453,51,3.7416573867739413,1788,494,0,0,0,2,1,1
139,19.6468827043885,3,448,53,4.0,1788,495,0,0,0,2,1,1
139,16.09347693943108,4,444,54,2.8284271247461903,1788,493,0,0,0,2,1,1
139,13.96424004376894,5,440,56,3.7416573867739413,1788,495,0,0,0,2,1,1
139,16.1245154965971,6,435,57,3.0,1788,492,0,0,0,2,1,1
139,17.74823934929885,7,437,52,2.449489742783178,1788,482,17,0,0,2,1,1
139,22.759613353482084,8,449,45,3.3166247903554,1788,473,82,0,0,2,1,1
139,23.769728648009426,9,460,46,4.0,1788,486,144,0,0,2,1,1
139,21.93171219946131,10,479,42,4.795831523312719,1757,492,230,0,0,2,1,1
139,22.869193252058544,11,491,40,5.291502622129181,1788,496,287,0,0,2,1,1
139,25.748786379167466,12,501,35,4.47213595499958,1687,488,272,0,0,2,1,1
139,26.38181191654584,13,503,38,3.7416573867739413,1788,500,224,0,0,2,1,1
139,26.248809496813376,14,513,36,4.69041575982343,1745,502,273,0,0,2,1,1
139,28.460498941515414,15,512,37,4.47213595499958,1788,505,154,0,0,2,1,1
139,30.773365106858236,16,504,38,5.0,1788,501,61,0,0,2,1,1
139,33.734255586866,17,500,39,4.795831523312719,1788,501,41,0,0,2,1,1
139,34.698703145794944,18,497,40,4.0,1759,502,25,0,0,2,1,1
139,33.166247903554,19,483,67,4.58257569495584,551,555,10,9,0,2,1,1
139,34.46737587922817,20,457,77,3.3166247903554,1014,554,3,25,0,2,1,1
139,36.16628264005025,21,452,74,1.7320508075688772,1253,547,0,0,0,2,1,1
139,33.31666249791537,22,451,70,1.4142135623730951,1402,537,0,0,0,2,1,1
139,26.43860813280457,23,450,72,2.0,1384,541,0,0,0,2,1,1
151,20.199009876724155,0,447,76,3.605551275463989,1213,546,0,0,0,2,1,1
151,15.165750888103101,1,445,79,1.4142135623730951,769,550,0,9,0,2,1,1
151,14.52583904633395,2,444,69,3.0,1011,528,0,0,0,2,1,1
151,13.96424004376894,3,440,79,2.23606797749979,681,545,0,0,0,2,1,1
151,12.24744871391589,4,434,82,3.0,455,544,0,0,0,2,1,1
151,15.132745950421556,5,431,81,2.449489742783178,461,540,0,0,0,2,1,1
151,24.289915602982237,6,430,80,2.449489742783178,483,537,0,0,0,2,1,1
151,32.41913015489465,7,433,77,3.0,576,534,22,0,0,2,1,1
151,39.56008088970496,8,443,69,3.3166247903554,709,527,74,0,0,2,1,1
151,29.8496231131986,9,457,65,4.47213595499958,758,532,118,0,0,2,1,1
151,25.13961017995307,10,469,58,2.6457513110645907,1167,527,120,0,0,2,1,1
151,25.88435821108957,11,480,49,3.3166247903554,1382,514,127,0,0,2,1,1
151,26.758176320519304,12,497,45,5.0990195135927845,1442,518,209,0,0,2,1,1
151,26.267851073127396,13,493,45,4.123105625617661,1262,514,123,0,0,2,1,1
151,25.37715508089904,14,499,46,3.3166247903554,1188,523,94,0,0,2,1,1
151,26.476404589747453,15,503,42,4.242640687119285,1311,514,98,0,0,2,1,1
151,29.816103031751148,16,498,43,4.69041575982343,1594,512,91,0,0,2,1,1
151,36.38681079732051,17,495,46,5.196152422706632,1398,519,55,0,0,2,1,1
151,44.9221548904324,18,494,50,5.5677643628300215,1518,530,72,0,0,2,1,1
151,42.82522621072771,19,484,51,4.795831523312719,1775,523,25,0,0,2,1,1
151,41.23105625617661,20,473,55,5.385164807134504,1780,523,1,0,0,2,1,1
151,41.27953488110059,21,467,57,4.0,1788,523,0,0,0,2,1,1
151,39.331920878594275,22,462,51,3.605551275463989,1788,502,0,0,0,2,1,1
151,32.72613634390714,23,459,54,1.0,1788,508,0,0,0,2,1,1
163,29.34280150224242,0,456,59,4.0,1788,517,0,0,0,2,1,1
163,25.96150997149434,1,452,62,3.4641016151377544,1770,521,0,0,0,2,1,1
163,21.587033144922902,2,449,61,3.872983346207417,1788,515,0,0,0,2,1,1
163,18.547236990991408,3,447,64,3.7416573867739413,1778,520,0,0,0,2,1,1
163,14.422205101855956,4,444,62,2.0,1788,513,0,0,0,2,1,1
163,15.905973720586866,5,442,62,1.7320508075688772,1788,511,0,0,0,2,1,1
163,25.219040425836983,6,441,62,1.0,1788,510,0,0,0,2,1,1
163,32.87856444554719,7,442,62,2.0,1788,511,13,0,0,2,1,1
163,40.06245124802026,8,456,54,3.0,1600,505,76,0,0,2,1,1
163,30.528675044947494,9,473,47,2.8284271247461903,1733,501,132,0,0,2,1,1
163,24.657656011875904,10,480,48,3.605551275463989,1663,511,125,0,0,2,1,1
163,25.079872407968907,11,487,45,4.358898943540674,1750,508,96,0,0,2,1,1
163,26.28687885618983,12,502,40,3.872983346207417,1631,506,191,0,0,2,1,1
163,26.210684844162312,13,520,29,4.898979485566356,1652,481,250,0,0,2,1,1
163,24.899799195977465,14,525,32,5.385164807134504,1604,498,268,0,0,2,1,1
163,26.30589287593181,15,534,29,5.0,1622,495,268,0,0,2,1,1
163,30.133038346638727,16,526,32,4.898979485566356,1745,499,185,0,0,2,1,1
163,35.76310948449533,17,510,42,5.477225575051661,1788,520,122,0,0,2,1,1
163,44.54211490264017,18,500,44,4.898979485566356,1788,517,78,0,0,2,1,1
163,42.2965719651132,19,490,47,4.69041575982343,1788,517,33,0,0,2,1,1
163,40.024992192379,20,481,50,3.0,1788,517,0,0,0,2,1,1
163,39.824615503479755,21,476,50,1.7320508075688772,1788,513,0,0,0,2,1,1
163,38.87158345115362,22,472,54,2.6457513110645907,1788,520,0,0,0,2,1,1
163,33.85262175962151,23,466,56,2.0,1788,519,0,0,0,2,1,1
175,31.96873472629156,0,463,58,2.8284271247461903,1774,521,0,0,0,2,0,1
175,28.965496715920477,1,459,60,2.0,1730,523,0,0,0,2,0,1
175,25.865034312755125,2,458,59,2.0,1737,519,0,0,0,2,0,1
175,21.72556098240043,3,454,61,1.7320508075688772,1740,520,0,0,0,2,0,1
175,17.578395831246947,4,451,64,2.23606797749979,1625,524,0,0,0,2,0,1
175,15.033296378372908,5,449,64,2.8284271247461903,1598,522,0,0,0,2,0,1
175,18.57417562100671,6,447,65,3.1622776601683795,1492,523,0,0,0,2,0,1
175,20.688160865577203,7,449,62,2.449489742783178,1587,518,17,0,0,2,0,1
175,23.45207879911715,8,462,51,2.8284271247461903,1562,502,83,0,0,2,0,1
175,23.664319132398465,9,483,44,4.0,1788,502,156,0,0,2,0,1
175,23.323807579381203,10,498,40,3.1622776601683795,1725,503,209,0,0,2,0,1
175,24.124676163629637,11,517,35,3.4641016151377544,1675,502,258,0,0,2,0,1
175,23.664319132398465,12,528,32,3.3166247903554,1597,501,273,0,0,2,0,1
175,24.228082879171435,13,532,30,3.872983346207417,1788,496,246,0,0,2,0,1
175,24.899799195977465,14,534,29,3.0,1764,495,196,0,0,2,0,1
175,27.422618401604176,15,536,29,3.7416573867739413,1788,496,172,0,0,2,0,1
175,29.427877939124322,16,529,30,2.6457513110645907,1788,493,44,0,0,2,0,1
175,30.789608636681304,17,499,46,6.244997998398398,1717,523,86,0,0,2,0,1
175,30.215889859476256,18,491,54,4.795831523312719,1346,538,89,1,0,2,0,1
175,35.6931365951495,19,450,67,2.6457513110645907,1788,530,11,8,0,2,0,1
175,38.0,20,447,60,3.872983346207417,1788,511,1,0,0,2,0,1
175,38.06573262134856,21,449,60,3.605551275463989,1788,513,0,0,0,2,0,1
175,36.27671429443411,22,449,58,3.1622776601683795,1788,508,0,0,0,2,0,1
175,31.559467676119,23,448,60,3.3166247903554,1788,512,0,0,0,2,0,1
187,28.24889378365107,0,447,59,3.0,1788,509,0,0,0,2,1,1
187,23.065125189341593,1,445,61,3.1622776601683795,1788,512,0,0,0,2,1,1
187,19.493588689617926,2,444,59,2.8284271247461903,1788,506,0,0,0,2,1,1
187,15.84297951775486,3,442,59,2.449489742783178,1788,504,0,0,0,2,1,1
187,13.114877048604,4,441,60,3.0,1788,505,0,0,0,2,1,1
187,16.186414056238647,5,443,57,2.23606797749979,1788,500,0,0,0,2,1,1
187,24.979991993593593,6,438,63,3.3166247903554,1788,509,0,0,0,2,1,1
187,32.984845004941285,7,439,62,3.4641016151377544,1788,508,14,0,0,2,1,1
187,39.585350825778974,8,445,59,3.605551275463989,1788,507,41,0,0,2,1,1
187,29.410882339705484,9,469,46,3.3166247903554,1788,495,146,0,0,2,1,1
187,24.596747752497688,10,482,42,4.69041575982343,1727,494,204,0,0,2,1,1
187,25.787593916455254,11,498,39,4.898979485566356,1756,499,271,0,0,2,1,1
187,25.709920264364882,12,508,35,4.69041575982343,1788,494,319,0,0,2,1,1
187,25.39685019840059,13,514,30,4.47213595499958,1788,480,342,0,0,2,1,1
187,25.11971337416094,14,516,31,4.47213595499958,1788,486,317,0,0,2,1,1
187,26.68332812825267,15,513,29,4.47213595499958,1788,475,280,0,0,2,1,1
187,29.832867780352597,16,508,28,4.358898943540674,1788,466,236,0,0,2,1,1
187,36.64696440361739,17,501,28,4.69041575982343,1788,460,174,0,0,2,1,1
187,45.45327270945405,18,487,31,4.58257569495584,1788,460,104,0,0,2,1,1
187,44.46346815083142,19,461,36,5.0,1788,455,36,0,0,2,1,1
187,43.382023926967726,20,442,38,4.358898943540674,1788,445,1,0,0,2,1,1
187,43.439613257946945,21,431,37,4.47213595499958,1788,432,0,0,0,2,1,1
187,42.07136793592526,22,422,36,4.58257569495584,1788,420,0,0,0,2,1,1
187,37.36308338453881,23,413,35,4.69041575982343,1788,408,0,0,0,2,1,1
199,33.04542328371661,0,404,36,4.47213595499958,1788,404,0,0,0,2,1,1
199,28.827070610799147,1,397,38,4.58257569495584,1788,404,0,0,0,2,1,1
199,23.853720883753127,2,391,41,3.7416573867739413,1788,408,0,0,0,2,1,1
199,19.339079605813716,3,387,43,3.605551275463989,1788,410,0,0,0,2,1,1
199,16.583123951777,4,384,45,4.0,1788,413,0,0,0,2,1,1
199,17.406895185529212,5,381,46,4.358898943540674,1788,413,0,0,0,2,1,1
199,26.664583251946766,6,381,42,4.47213595499958,1788,402,0,0,0,2,1,1
199,35.298725189445584,7,383,40,4.123105625617661,1788,397,23,0,0,2,1,1
199,41.83300132670378,8,398,35,4.123105625617661,1732,395,98,0,0,2,1,1
199,32.48076353782343,9,418,31,5.0990195135927845,1778,398,170,0,0,2,1,1
199,26.627053911388696,10,433,27,4.69041575982343,1765,396,234,0,0,2,1,1
199,28.861739379323623,11,451,24,4.69041575982343,1739,399,285,0,0,2,1,1
199,29.866369046136157,12,466,21,4.358898943540674,1769,397,317,0,0,2,1,1
199,28.460498941515414,13,476,21,4.58257569495584,1788,406,330,0,0,2,1,1
199,27.94637722496424,14,490,18,4.47213595499958,1752,402,321,0,0,2,1,1
199,30.95157508108432,15,498,17,4.58257569495584,1788,403,290,0,0,2,1,1
199,33.090784215548595,16,500,17,3.872983346207417,1788,405,239,0,0,2,1,1
199,39.64845520319802,17,494,18,4.358898943540674,1763,405,176,0,0,2,1,1
199,46.010868281309364,18,488,19,3.7416573867739413,1788,406,106,0,0,2,1,1
199,44.844174649557324,19,473,22,3.872983346207417,1788,408,34,0,0,2,1,1
199,43.474130238568314,20,447,31,4.123105625617661,1675,424,0,0,0,2,1,1
199,42.567593307585526,21,434,34,4.0,1788,424,0,0,0,2,1,1
199,40.70626487409524,22,423,36,4.123105625617661,1788,421,0,0,0,2,1,1
199,37.589892258425,23,415,38,3.4641016151377544,1788,420,0,0,0,2,1,1
211,34.219877264537345,0,408,39,3.4641016151377544,1788,417,0,0,0,2,1,1
211,30.93541659651604,1,402,42,3.0,1788,421,0,0,0,2,1,1
211,26.267851073127396,2,397,44,3.3166247903554,1788,422,0,0,0,2,1,1
211,21.93171219946131,3,393,45,3.1622776601683795,1608,421,0,0,0,2,1,1
211,17.74823934929885,4,389,46,3.7416573867739413,1788,420,0,0,0,2,1,1
211,16.15549442140351,5,383,49,3.1622776601683795,1788,423,0,0,0,2,1,1
211,19.8997487421324,6,379,51,3.1622776601683795,1788,424,0,0,0,2,1,1
211,21.748563170931547,7,380,48,3.605551275463989,1788,418,23,0,0,2,1,1
211,27.294688127912362,8,395,38,3.1622776601683795,1788,402,93,0,0,2,1,1
211,27.586228448267445,9,416,33,3.7416573867739413,1709,404,170,0,0,2,1,1
211,27.54995462791182,10,433,28,3.4641016151377544,1750,400,232,0,0,2,1,1
211,29.086079144497972,11,447,26,4.0,1788,404,282,0,0,2,1,1
211,30.659419433511783,12,461,24,3.872983346207417,1724,407,314,0,0,2,1,1
211,31.480152477394387,13,474,21,3.872983346207417,1788,404,324,0,0,2,1,1
211,33.2264954516723,14,473,22,4.242640687119285,1787,408,280,0,0,2,1,1
211,34.292856398964496,15,480,21,4.358898943540674,1731,409,223,0,0,2,1,1
211,36.810324638611924,16,481,24,4.58257569495584,1788,425,188,0,0,2,1,1
211,40.8656334834051,17,462,30,5.385164807134504,1788,434,86,0,0,2,1,1
211,42.34383071948026,18,464,28,4.58257569495584,1788,428,88,0,0,2,1,1
211,43.439613257946945,19,448,36,4.0,1788,444,23,0,0,2,1,1
211,42.23742416388575,20,439,37,3.4641016151377544,1788,439,1,0,0,2,1,1
211,41.53311931459037,21,431,39,3.0,1788,438,0,0,0,2,1,1
211,39.786932528155525,22,426,39,2.8284271247461903,1788,434,0,0,0,2,1,1
211,36.193922141707716,23,422,43,3.605551275463989,1788,442,0,0,0,2,1,1
223,32.90896534380867,0,416,44,4.898979485566356,1788,440,0,0,0,2,1,1
223,28.861739379323623,1,413,48,3.0,1788,448,0,0,0,2,1,1
223,24.576411454889016,2,408,50,1.7320508075688772,1788,449,0,0,0,2,1,1
223,20.591260281974,3,403,50,2.449489742783178,1788,444,0,0,0,2,1,1
223,16.217274740226856,4,399,52,1.7320508075688772,1788,446,0,0,0,2,1,1
223,14.89966442575134,5,397,54,1.7320508075688772,1788,449,0,0,0,2,1,1
223,16.09347693943108,6,394,55,2.449489742783178,1788,449,0,0,0,2,1,1
223,19.77371993328519,7,396,55,3.1622776601683795,1788,450,10,0,0,2,1,1
223,24.24871130596428,8,407,49,2.8284271247461903,1788,445,45,0,0,2,1,1
223,25.25866188063018,9,426,41,2.6457513110645907,1768,440,128,0,0,2,1,1
223,26.90724809414742,10,436,40,3.0,1756,446,117,0,0,2,1,1
223,28.0178514522438,11,447,34,3.1622776601683795,1702,436,152,0,0,2,1,1
223,30.23243291566195,12,472,28,4.242640687119285,1647,435,298,0,0,2,1,1
223,30.512292604784715,13,487,24,5.196152422706632,1681,430,310,0,0,2,1,1
223,30.983866769659336,14,497,22,3.4641016151377544,1750,429,273,0,0,2,1,1
223,34.07345007480164,15,501,22,4.0,1788,433,245,0,0,2,1,1
223,36.78314831549904,16,496,23,4.898979485566356,1788,433,198,0,0,2,1,1
223,40.18706259482024,17,490,24,5.0,1782,433,118,0,0,2,1,1
223,41.90465367951393,18,486,32,4.358898943540674,1788,463,62,0,0,2,1,1
223,43.8520238985614,19,460,46,5.0,1788,486,23,0,0,2,1,1
223,42.76680956068619,20,448,49,3.7416573867739413,1788,484,0,0,0,2,1,1
223,41.0,21,442,52,2.6457513110645907,1788,486,0,0,0,2,1,1
223,38.45776904605882,22,440,53,2.449489742783178,1788,487,0,0,0,2,1,1
223,31.68595903550972,23,438,51,1.7320508075688772,1788,480,0,0,0,2,1,1
235,28.42534080710379,0,433,53,2.449489742783178,1788,480,0,0,0,2,1,1
235,22.891046284519195,1,429,55,1.4142135623730951,1788,482,0,0,0,2,1,1
235,18.734993995195193,2,426,56,1.7320508075688772,1788,481,0,0,0,2,1,1
235,15.937377450509228,3,424,56,2.449489742783178,1788,479,0,0,0,2,1,1
235,13.856406460551018,4,425,56,3.3166247903554,1342,480,0,0,0,2,1,1
235,16.73320053068151,5,420,59,2.8284271247461903,1205,483,0,0,0,2,1,1
235,25.84569596664017,6,416,58,3.872983346207417,1254,477,0,0,0,2,1,1
235,35.482389998420345,7,417,51,3.7416573867739413,1667,460,16,0,0,2,1,1
235,41.78516483155236,8,429,45,3.3166247903554,1531,455,75,0,0,2,1,1
235,31.32091952673165,9,438,45,3.1622776601683795,1781,463,81,0,0,2,1,1
235,26.664583251946766,10,456,40,4.47213595499958,1663,464,165,0,0,2,1,1
235,27.49545416973504,11,475,36,4.358898943540674,1600,468,272,0,0,2,1,1
235,28.24889378365107,12,480,36,5.0,1604,473,196,0,0,2,1,1
235,28.91366458960192,13,479,37,5.196152422706632,1653,475,177,0,0,2,1,1
235,28.39013913315678,14,484,36,5.291502622129181,1754,476,151,0,0,2,1,1
235,31.304951684997057,15,492,36,4.358898943540674,1665,483,184,0,0,2,1,1
235,35.08560958569767,16,486,36,5.291502622129181,1716,478,98,0,0,2,1,1
235,40.01249804748511,17,484,35,5.0990195135927845,1523,473,60,0,0,2,1,1
235,45.78209256903839,18,479,38,4.58257569495584,1655,479,26,0,0,2,1,1
235,43.669211121796096,19,471,46,4.358898943540674,993,497,6,0,0,2,1,1
235,42.49705872175156,20,461,52,5.830951894845301,1327,504,0,0,0,2,1,1
235,42.28474902373195,21,456,54,5.5677643628300215,1470,505,0,0,0,2,1,1
235,39.293765408777,22,453,54,6.48074069840786,1566,502,0,0,0,2,1,1
235,34.92849839314596,23,448,53,7.0,1670,495,0,0,0,2,1,1
247,29.765752132274432,0,446,50,6.082762530298219,1733,485,0,0,0,2,1,1
247,26.13426869074396,1,443,52,6.244997998398398,1678,487,0,0,0,2,1,1
247,19.364916731037084,2,439,51,6.557438524302,1643,481,0,0,0,2,1,1
247,13.114877048604,3,431,53,6.708203932499369,1534,479,0,1,0,2,1,1
247,6.928203230275509,4,416,61,7.810249675906654,766,484,0,4,0,2,1,1
247,7.483314773547883,5,401,77,6.0,301,503,0,9,0,2,1,1
247,8.48528137423857,6,401,80,5.744562646538029,724,508,0,14,0,2,1,1
247,24.515301344262525,7,397,85,4.898979485566356,1563,513,2,18,0,2,1,1
247,38.28837943815329,8,403,75,5.916079783099616,1763,501,47,0,0,2,1,1
247,29.410882339705484,9,407,73,5.477225575051661,1636,501,60,0,0,2,1,1
247,20.024984394500787,10,411,73,5.656854249492381,1524,505,34,0,0,2,1,1
247,25.96150997149434,11,410,76,4.795831523312719,1244,510,27,0,0,2,1,1
247,28.930952282978865,12,420,65,5.830951894845301,1739,497,116,0,0,2,1,1
247,28.5657137141714,13,434,57,5.0990195135927845,1683,491,154,0,0,2,1,1
247,27.892651361962706,14,448,49,5.0990195135927845,1753,484,193,0,0,2,1,1
247,30.740852297878796,15,458,48,4.47213595499958,1788,490,210,0,0,2,1,1
247,33.090784215548595,16,467,44,4.47213595499958,1778,487,182,0,0,2,1,1
247,39.61060464067672,17,471,43,4.795831523312719,1741,488,149,0,0,2,1,1
247,46.07602413403309,18,466,47,4.123105625617661,1788,495,80,0,0,2,1,1
247,44.8998886412873,19,455,53,4.123105625617661,1788,501,31,0,0,2,1,1
247,43.726422218150894,20,440,60,4.0,1780,504,1,0,0,2,1,1
247,42.9767378938886,21,431,63,2.0,1773,503,0,0,0,2,1,1
247,41.0731055558257,22,424,67,3.4641016151377544,1655,505,0,0,0,2,1,1
247,35.38361202590826,23,419,66,1.0,1680,498,0,0,0,2,1,1
259,31.827660925679098,0,414,70,2.23606797749979,1679,501,0,0,0,2,1,1
259,27.784887978899608,1,409,70,2.449489742783178,1672,497,0,0,0,2,1,1
259,22.58317958127243,2,405,70,2.449489742783178,1670,493,0,0,0,2,1,1
259,18.57417562100671,3,404,71,2.8284271247461903,1708,494,0,0,0,2,1,1
259,14.594519519326424,4,399,72,2.8284271247461903,1731,491,0,0,0,2,1,1
259,16.97056274847714,5,397,73,2.0,1788,491,0,0,0,2,1,1
259,25.45584412271571,6,400,69,1.7320508075688772,1788,486,0,0,0,2,1,1
259,36.069377593742864,7,406,65,2.449489742783178,1787,483,10,0,0,2,1,1
259,42.41462012089699,8,420,57,3.0,1764,478,64,0,0,2,1,1
259,31.670175244226233,9,443,47,3.872983346207417,1770,473,157,0,0,2,1,1
259,26.30589287593181,10,465,43,3.7416573867739413,1711,482,213,0,0,2,1,1
259,26.49528259898354,11,484,40,4.0,1662,490,263,0,0,2,1,1
259,27.820855486487112,12,502,36,3.7416573867739413,1711,492,295,0,0,2,1,1
259,26.814175355583846,13,516,32,4.58257569495584,1713,490,310,0,0,2,1,1
259,27.40437921208944,14,525,27,3.872983346207417,1773,477,287,0,0,2,1,1
259,28.827070610799147,15,531,27,3.1622776601683795,1788,482,246,0,0,2,1,1
259,31.32091952673165,16,536,26,3.605551275463989,1788,483,200,0,0,2,1,1
259,37.93415347678132,17,527,30,3.4641016151377544,1788,492,115,0,0,2,1,1
259,45.617978911828175,18,517,31,3.1622776601683795,1788,487,34,0,0,2,1,1
259,43.174066289845804,19,515,32,2.23606797749979,1788,489,31,0,0,2,1,1
259,40.890096600521744,20,495,42,3.1622776601683795,1788,506,2,0,0,2,1,1
259,40.87786687193939,21,494,37,5.196152422706632,1788,489,0,0,0,2,1,1
259,38.561638969317684,22,484,38,4.47213595499958,1788,483,0,0,0,2,1,1
259,33.166247903554,23,475,41,4.242640687119285,1788,485,0,0,0,2,1,1
271,29.93325909419153,0,470,43,3.605551275463989,1788,487,0,0,0,2,1,1
271,27.129319932501073,1,464,45,2.8284271247461903,1788,487,0,0,0,2,1,1
271,22.135943621178654,2,461,44,3.7416573867739413,1788,481,0,0,0,2,1,1
271,17.406895185529212,3,460,43,3.7416573867739413,1788,477,0,0,0,2,1,1
271,12.922847983320086,4,456,45,3.1622776601683795,1788,480,0,0,0,2,1,1
271,13.564659966250536,5,448,48,3.0,1788,481,0,1,0,2,1,1
271,22.135943621178654,6,446,46,3.872983346207417,1788,473,0,0,0,2,1,1
271,26.68332812825267,7,446,46,3.3166247903554,1788,473,3,0,0,2,1,1
271,39.74921382870358,8,444,49,3.605551275463989,1788,480,14,0,0,2,1,1
271,30.199337741083,9,456,45,3.872983346207417,1788,480,82,0,0,2,1,1
271,23.40939982143925,10,465,43,4.242640687119285,1788,482,93,0,0,2,1,1
271,26.514147167125703,11,462,48,4.123105625617661,1780,494,88,1,0,2,1,1
271,27.54995462791182,12,482,40,4.358898943540674,1788,488,185,0,0,2,1,1
271,24.08318915758459,13,473,44,4.358898943540674,1788,492,79,0,0,2,1,1
271,27.03701166919155,14,468,50,4.47213595499958,1788,505,84,1,0,2,1,1
271,28.74021572639983,15,483,44,4.58257569495584,1780,502,157,0,0,2,1,1
271,30.528675044947494,16,480,47,4.358898943540674,1788,508,92,0,0,2,1,1
271,35.02855977627399,17,471,50,4.69041575982343,1788,508,41,0,0,2,1,1
271,37.376463182061514,18,469,46,4.795831523312719,1788,495,11,0,0,2,1,1
271,24.041630560342615,19,463,50,4.69041575982343,1758,501,1,0,0,2,1,1
271,16.0,20,455,53,4.58257569495584,1740,501,0,1,0,2,1,1
271,13.711309200802088,21,441,63,4.47213595499958,1788,512,0,1,0,2,1,1
271,14.628738838327793,22,429,75,4.123105625617661,1605,526,0,14,0,2,1,1
271,16.30950643030009,23,424,75,4.358898943540674,1591,521,0,5,0,2,1,1
283,15.394804318340652,0,420,74,4.47213595499958,1788,515,0,5,0,2,1,1
283,14.38749456993816,1,420,71,4.47213595499958,1788,509,0,2,0,2,1,1
283,9.055385138137417,2,417,76,4.47213595499958,1257,516,0,7,0,2,1,1
283,7.810249675906654,3,411,78,4.69041575982343,1101,514,0,9,0,2,1,1
283,5.385164807134504,4,408,79,4.47213595499958,1239,513,0,9,0,2,1,1
283,6.6332495807108,5,409,79,3.872983346207417,1755,514,0,5,0,2,1,1
283,13.114877048604,6,412,79,3.3166247903554,1788,517,0,5,0,2,1,1
283,19.974984355438178,7,405,79,4.795831523312719,1788,510,5,0,0,2,1,1
283,23.958297101421877,8,407,77,4.123105625617661,1788,508,13,0,0,2,1,1
283,21.95449840010015,9,411,76,4.123105625617661,1788,510,32,0,0,2,1,1
283,16.881943016134134,10,423,68,4.69041575982343,1788,506,61,0,0,2,1,1
283,20.346989949375804,11,425,67,5.0990195135927845,1783,506,88,0,0,2,1,1
283,18.81488772222678,12,421,72,5.656854249492381,1618,512,80,0,0,2,1,1
283,16.522711641858304,13,421,69,5.291502622129181,1788,506,95,0,0,2,1,1
283,12.288205727444508,14,407,84,5.385164807134504,138,521,26,14,0,2,1,1
283,20.09975124224178,15,403,85,5.5677643628300215,1009,519,41,5,0,2,1,1
283,21.307275752662516,16,409,76,5.196152422706632,1761,509,55,0,0,2,1,1
283,20.049937655763422,17,404,80,4.358898943540674,1788,511,58,0,0,2,1,1
283,30.066592756745816,18,401,86,5.196152422706632,1726,519,11,14,0,2,1,1
283,30.59411708155671,19,399,77,5.477225575051661,1091,501,4,0,0,2,1,1
283,33.80828300875393,20,398,72,5.916079783099616,1788,490,0,0,0,2,1,1
283,35.679125549822544,21,398,70,6.0,1788,486,0,0,0,2,1,1
283,34.38022687534217,22,398,70,5.385164807134504,1649,486,0,0,0,2,1,1
283,32.69556544854363,23,397,70,5.196152422706632,1778,485,0,0,0,2,1,1
295,31.11269837220809,0,395,72,4.898979485566356,1764,487,0,0,0,2,1,1
295,29.563490998188964,1,393,73,4.58257569495584,1710,487,0,0,0,2,1,1
295,26.457513110645905,2,392,73,4.58257569495584,1619,486,0,0,0,2,1,1
295,21.330729007701542,3,394,71,4.47213595499958,1638,484,0,0,0,2,1,1
295,17.46424919657298,4,395,70,4.242640687119285,1729,483,0,0,0,2,1,1
295,15.198684153570664,5,396,70,4.123105625617661,1390,484,0,0,0,2,1,1
295,17.804493814764857,6,398,70,4.47213595499958,1245,486,0,0,0,2,1,1
295,22.090722034374522,7,400,67,4.358898943540674,1096,482,8,0,0,2,1,1
295,26.70205984563738,8,404,69,4.47213595499958,962,490,34,0,0,2,1,1
295,28.24889378365107,9,416,63,4.898979485566356,1037,488,108,0,0,2,1,1
295,29.103264421710495,10,426,58,5.656854249492381,1466,486,148,0,0,2,1,1
295,30.066592756745816,11,443,48,5.744562646538029,1617,476,271,0,0,2,1,1
295,32.49615361854384,12,442,46,5.385164807134504,1710,470,149,0,0,2,1,1
